id,title,goal,prompt,example
89,Use-Case Mapping: Hooks,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Baue 12 Hooks fuer B2B Marketer. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Content Factory.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
90,Audience Research: Content-Titel,"Schnelle, strukturierte Outputs fuer Berater.","Baue 10 Content-Titel fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Tweet Engine.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
91,Angle Finder: Use-Cases,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 12 Use-Cases fuer Solo-Creator. Nutze Pro/Contra und halte jede Ausgabe unter 16 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
92,Benefit Stacking: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 10 Lead-Magnet-Ideen im Stil Kurz und direkt. Zielgruppe: Berater. Thema: AI-Agenten Workflow. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
93,Case Study: Content-Ideen,"Schnelle, strukturierte Outputs fuer Coaches.","Baue 9 Content-Ideen fuer Coaches. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Monetarisierungs-Funnel.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
94,SaaS Content: Offer-Statements,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Erstelle 10 Offer-Statements fuer B2B Marketer. Nutze Framework und halte jede Ausgabe unter 24 Woertern. Kontext: Hook-Datenbank. Gib die Ausgabe nummeriert aus.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
95,Creator Newsletter: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Baue 12 CTA-Ideen fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Thread System.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
96,Sales Page: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Agenturen.",Du bist ein Content-Strategist. Liefere 12 Tweet-Varianten im Stil Checkliste. Zielgruppe: Agenturen. Thema: Monetarisierungs-Funnel. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
97,DM Scripts: Content-Titel,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle eine Liste von 9 Content-Titel fuer Solo-Creator. Verwende Framework. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Offer: 'Content Factory in a Box'
98,Kurzvideo Skript: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 10 Pricing-Optionen im Stil Kurz und direkt. Zielgruppe: Berater. Thema: Tweet Engine. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
99,FAQ Engine: Offer-Statements,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Analysiere AI-Agenten Workflow und generiere 5 Offer-Statements. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
100,Landing Page: Thread-Outlines,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Erstelle 10 Thread-Outlines fuer SaaS Founder. Nutze Schritt-fuer-Schritt und halte jede Ausgabe unter 18 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
101,Hook Generator: DM-Templates,"Schnelle, strukturierte Outputs fuer Coaches.",Analysiere Content Factory und generiere 10 DM-Templates. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
102,Thread Outline: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Du bist ein Content-Strategist. Liefere 7 Lead-Magnet-Ideen im Stil Kurz und direkt. Zielgruppe: Solo-Creator. Thema: Monetarisierungs-Funnel. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
103,Tweet Variations: Use-Cases,"Schnelle, strukturierte Outputs fuer Agenturen.",Analysiere AI-Agenten Workflow und generiere 9 Use-Cases. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
104,CTA Builder: Offer-Statements,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Monetarisierungs-Funnel und generiere 5 Offer-Statements. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
105,Content Audit: Use-Cases,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Erstelle 12 Use-Cases fuer B2B Marketer. Nutze Beispiel + Analyse und halte jede Ausgabe unter 24 Woertern. Kontext: Thread System. Gib die Ausgabe nummeriert aus.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
106,Positionierung: Content-Titel,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Baue 7 Content-Titel fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: AI-Agenten Workflow.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
107,Offer Design: Content-Titel,"Schnelle, strukturierte Outputs fuer Berater.",Erstelle 9 Content-Titel fuer Berater. Nutze Schritt-fuer-Schritt und halte jede Ausgabe unter 18 Woertern. Kontext: Content Factory. Gib die Ausgabe nummeriert aus.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
108,Pricing: Content-Titel,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Baue 5 Content-Titel fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Monetarisierungs-Funnel.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
109,Lead Magnet: Content-Ideen,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Erstelle eine Liste von 10 Content-Ideen fuer SaaS Founder. Verwende Pro/Contra. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Offer: 'Content Factory in a Box'
110,Content Kalender: DM-Templates,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Erstelle 9 DM-Templates fuer SaaS Founder. Nutze Pro/Contra und halte jede Ausgabe unter 16 Woertern. Kontext: Content Factory. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
111,Repurposing: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Erstelle 12 Lead-Magnet-Ideen fuer B2B Marketer. Nutze Checkliste und halte jede Ausgabe unter 16 Woertern. Kontext: Content Factory. Gib die Ausgabe nummeriert aus.,Beispiel: Offer: 'Content Factory in a Box'
112,Story Framework: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Erstelle eine Liste von 7 Tweet-Varianten fuer SaaS Founder. Verwende Schritt-fuer-Schritt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
113,Objection Handling: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer Berater.",Analysiere Content Factory und generiere 9 Lead-Magnet-Ideen. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
114,Use-Case Mapping: DM-Templates,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Baue 7 DM-Templates fuer SaaS Founder. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Prompt Pack.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
115,Audience Research: DM-Templates,"Schnelle, strukturierte Outputs fuer Berater.",Analysiere Hook-Datenbank und generiere 7 DM-Templates. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
116,Angle Finder: Objection-Replies,"Schnelle, strukturierte Outputs fuer Berater.","Baue 7 Objection-Replies fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Thread System.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
117,Benefit Stacking: Offer-Statements,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Erstelle eine Liste von 5 Offer-Statements fuer SaaS Founder. Verwende Beispiel + Analyse. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
118,Case Study: DM-Templates,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Baue 9 DM-Templates fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Thread System.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
119,SaaS Content: Use-Cases,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle eine Liste von 5 Use-Cases fuer B2B Marketer. Verwende Kurz und direkt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
120,Creator Newsletter: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Du bist ein Content-Strategist. Liefere 9 Pricing-Optionen im Stil Framework. Zielgruppe: Solo-Creator. Thema: Tweet Engine. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
121,Sales Page: DM-Templates,"Schnelle, strukturierte Outputs fuer Agenturen.",Du bist ein Content-Strategist. Liefere 7 DM-Templates im Stil Beispiel + Analyse. Zielgruppe: Agenturen. Thema: Hook-Datenbank. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box'
122,DM Scripts: Content-Titel,"Schnelle, strukturierte Outputs fuer Agenturen.",Analysiere Prompt Pack und generiere 12 Content-Titel. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
123,Kurzvideo Skript: Use-Cases,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Erstelle 7 Use-Cases fuer B2B Marketer. Nutze Kurz und direkt und halte jede Ausgabe unter 16 Woertern. Kontext: Thread System. Gib die Ausgabe nummeriert aus.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
124,FAQ Engine: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Erstelle 12 Lead-Magnet-Ideen fuer SaaS Founder. Nutze Beispiel + Analyse und halte jede Ausgabe unter 18 Woertern. Kontext: Monetarisierungs-Funnel. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
125,Landing Page: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Berater.",Erstelle 10 Thread-Outlines fuer Berater. Nutze Kurz und direkt und halte jede Ausgabe unter 20 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
126,Hook Generator: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle eine Liste von 9 CTA-Ideen fuer Berater. Verwende Framework. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
127,Thread Outline: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Du bist ein Content-Strategist. Liefere 9 Pricing-Optionen im Stil Template. Zielgruppe: SaaS Founder. Thema: Thread System. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
128,Tweet Variations: CTA-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Du bist ein Content-Strategist. Liefere 10 CTA-Ideen im Stil Beispiel + Analyse. Zielgruppe: B2B Marketer. Thema: Thread System. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
129,CTA Builder: Offer-Statements,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle eine Liste von 9 Offer-Statements fuer Solo-Creator. Verwende Pro/Contra. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Offer: 'Content Factory in a Box'
130,Content Audit: CTA-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Du bist ein Content-Strategist. Liefere 7 CTA-Ideen im Stil Pro/Contra. Zielgruppe: B2B Marketer. Thema: Thread System. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
131,Positionierung: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 12 Lead-Magnet-Ideen fuer Solo-Creator. Nutze Kurz und direkt und halte jede Ausgabe unter 16 Woertern. Kontext: Monetarisierungs-Funnel. Gib die Ausgabe nummeriert aus.,Beispiel: Offer: 'Content Factory in a Box'
132,Offer Design: Use-Cases,"Schnelle, strukturierte Outputs fuer Berater.","Baue 7 Use-Cases fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Tweet Engine.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
133,Pricing: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Coaches.","Baue 7 Thread-Outlines fuer Coaches. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Prompt Pack.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
134,Lead Magnet: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Baue 10 Thread-Outlines fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Prompt Pack.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
135,Content Kalender: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Agenturen.","Erstelle eine Liste von 5 Pricing-Optionen fuer Agenturen. Verwende Schritt-fuer-Schritt. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
136,Repurposing: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Coaches.",Erstelle 9 Thread-Outlines fuer Coaches. Nutze Framework und halte jede Ausgabe unter 18 Woertern. Kontext: Content Factory. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
137,Story Framework: DM-Templates,"Schnelle, strukturierte Outputs fuer Agenturen.",Analysiere Content Factory und generiere 10 DM-Templates. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
138,Objection Handling: Objection-Replies,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Baue 5 Objection-Replies fuer SaaS Founder. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Content Factory.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
139,Use-Case Mapping: Content-Titel,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle eine Liste von 9 Content-Titel fuer Berater. Verwende Template. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
140,Audience Research: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Baue 12 Lead-Magnet-Ideen fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Content Factory.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
141,Angle Finder: Use-Cases,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Erstelle 9 Use-Cases fuer B2B Marketer. Nutze Beispiel + Analyse und halte jede Ausgabe unter 20 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Beispiel: Offer: 'Content Factory in a Box'
142,Benefit Stacking: Use-Cases,"Schnelle, strukturierte Outputs fuer Agenturen.","Baue 5 Use-Cases fuer Agenturen. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Content Factory.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
143,Case Study: Offer-Statements,"Schnelle, strukturierte Outputs fuer Berater.","Erstelle eine Liste von 10 Offer-Statements fuer Berater. Verwende Beispiel + Analyse. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
144,SaaS Content: DM-Templates,"Schnelle, strukturierte Outputs fuer Berater.",Erstelle 10 DM-Templates fuer Berater. Nutze Template und halte jede Ausgabe unter 20 Woertern. Kontext: Hook-Datenbank. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
145,Creator Newsletter: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Du bist ein Content-Strategist. Liefere 10 Tweet-Varianten im Stil Beispiel + Analyse. Zielgruppe: SaaS Founder. Thema: Monetarisierungs-Funnel. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
146,Sales Page: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Berater.","Baue 9 Pricing-Optionen fuer Berater. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Creator Stack.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
147,DM Scripts: Offer-Statements,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Erstelle 5 Offer-Statements fuer B2B Marketer. Nutze Kurz und direkt und halte jede Ausgabe unter 20 Woertern. Kontext: Prompt Pack. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
148,Kurzvideo Skript: Offer-Statements,"Schnelle, strukturierte Outputs fuer Berater.",Erstelle 5 Offer-Statements fuer Berater. Nutze Pro/Contra und halte jede Ausgabe unter 24 Woertern. Kontext: Prompt Pack. Gib die Ausgabe nummeriert aus.,Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
149,FAQ Engine: Use-Cases,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Baue 10 Use-Cases fuer Solo-Creator. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Thread System.",Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
150,Landing Page: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Erstelle 7 Pricing-Optionen fuer SaaS Founder. Nutze Pro/Contra und halte jede Ausgabe unter 16 Woertern. Kontext: Thread System. Gib die Ausgabe nummeriert aus.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
151,Hook Generator: Hooks,"Schnelle, strukturierte Outputs fuer Berater.",Erstelle 5 Hooks fuer Berater. Nutze Kurz und direkt und halte jede Ausgabe unter 16 Woertern. Kontext: Thread System. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
152,Thread Outline: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Agenturen.","Erstelle eine Liste von 10 Pricing-Optionen fuer Agenturen. Verwende Template. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
153,Tweet Variations: Content-Titel,"Schnelle, strukturierte Outputs fuer B2B Marketer.",Analysiere Prompt Pack und generiere 10 Content-Titel. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
154,CTA Builder: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Berater.",Analysiere AI-Agenten Workflow und generiere 12 Tweet-Varianten. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Offer: 'Content Factory in a Box'
155,Content Audit: Use-Cases,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Erstelle eine Liste von 7 Use-Cases fuer SaaS Founder. Verwende Checkliste. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
156,Positionierung: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Agenturen.","Baue 7 Pricing-Optionen fuer Agenturen. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Prompt Pack.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
157,Offer Design: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer Agenturen.","Erstelle eine Liste von 10 Lead-Magnet-Ideen fuer Agenturen. Verwende Beispiel + Analyse. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Offer: 'Content Factory in a Box'
158,Pricing: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer SaaS Founder.",Erstelle 12 Pricing-Optionen fuer SaaS Founder. Nutze Schritt-fuer-Schritt und halte jede Ausgabe unter 18 Woertern. Kontext: Hook-Datenbank. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
159,Lead Magnet: Content-Ideen,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 9 Content-Ideen im Stil Checkliste. Zielgruppe: Berater. Thema: AI-Agenten Workflow. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
160,Content Kalender: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Agenturen.",Erstelle 7 CTA-Ideen fuer Agenturen. Nutze Framework und halte jede Ausgabe unter 16 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
161,Repurposing: Objection-Replies,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Baue 12 Objection-Replies fuer SaaS Founder. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Creator Stack.",Beispiel: Offer: 'Content Factory in a Box'
162,Story Framework: Content-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 5 Content-Ideen fuer Solo-Creator. Nutze Kurz und direkt und halte jede Ausgabe unter 16 Woertern. Kontext: Monetarisierungs-Funnel. Gib die Ausgabe nummeriert aus.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
163,Objection Handling: Thread-Outlines,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 7 Thread-Outlines fuer Solo-Creator. Nutze Checkliste und halte jede Ausgabe unter 20 Woertern. Kontext: AI-Agenten Workflow. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
164,Use-Case Mapping: DM-Templates,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 12 DM-Templates im Stil Kurz und direkt. Zielgruppe: Berater. Thema: AI-Agenten Workflow. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
165,Audience Research: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Du bist ein Content-Strategist. Liefere 10 Tweet-Varianten im Stil Schritt-fuer-Schritt. Zielgruppe: Solo-Creator. Thema: Creator Stack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
166,Angle Finder: Content-Ideen,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Erstelle 12 Content-Ideen fuer Solo-Creator. Nutze Framework und halte jede Ausgabe unter 16 Woertern. Kontext: Hook-Datenbank. Gib die Ausgabe nummeriert aus.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
167,Benefit Stacking: Hooks,"Schnelle, strukturierte Outputs fuer Solo-Creator.",Analysiere Tweet Engine und generiere 5 Hooks. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: DM: 'Willst du die Matrix? Schreib AGENTS.'
168,Case Study: Lead-Magnet-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle eine Liste von 5 Lead-Magnet-Ideen fuer B2B Marketer. Verwende Pro/Contra. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
169,SaaS Content: Offer-Statements,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle eine Liste von 9 Offer-Statements fuer Solo-Creator. Verwende Template. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Nutzen: 'Mehr Output bei weniger Aufwand.'
170,Creator Newsletter: Use-Cases,"Schnelle, strukturierte Outputs fuer Coaches.",Analysiere Monetarisierungs-Funnel und generiere 5 Use-Cases. Nutze eine klare Struktur und schreibe auf Deutsch. Liefere zusaetzlich 3 Varianten je Item.,Beispiel: Hook: '25 Agenten liefern 300 Tweets in 1 Woche.'
171,Sales Page: Tweet-Varianten,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Baue 12 Tweet-Varianten fuer B2B Marketer. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Hook-Datenbank.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
172,DM Scripts: Hooks,"Schnelle, strukturierte Outputs fuer SaaS Founder.","Baue 9 Hooks fuer SaaS Founder. Arbeite mit klaren Schritten, CTA und Beispiel. Kontext: Tweet Engine.",Beispiel: Offer: 'Content Factory in a Box'
173,Kurzvideo Skript: CTA-Ideen,"Schnelle, strukturierte Outputs fuer B2B Marketer.","Erstelle eine Liste von 9 CTA-Ideen fuer B2B Marketer. Verwende Checkliste. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: Offer: 'Content Factory in a Box'
174,FAQ Engine: Pricing-Optionen,"Schnelle, strukturierte Outputs fuer Agenturen.",Erstelle 7 Pricing-Optionen fuer Agenturen. Nutze Template und halte jede Ausgabe unter 16 Woertern. Kontext: Tweet Engine. Gib die Ausgabe nummeriert aus.,Beispiel: Offer: 'Content Factory in a Box'
175,Landing Page: CTA-Ideen,"Schnelle, strukturierte Outputs fuer Berater.",Du bist ein Content-Strategist. Liefere 7 CTA-Ideen im Stil Beispiel + Analyse. Zielgruppe: Berater. Thema: Creator Stack. Jede Ausgabe muss einen klaren Nutzen enthalten.,Beispiel: Offer: 'Content Factory in a Box'
176,Hook Generator: Content-Titel,"Schnelle, strukturierte Outputs fuer Solo-Creator.","Erstelle eine Liste von 10 Content-Titel fuer Solo-Creator. Verwende Pro/Contra. Fokus: Nutzen, Klarheit, Spezifitaet. Gib Formatvorgaben pro Item an.",Beispiel: CTA: 'Schreib AGENTS fuer die Struktur.'
